,to,from,year,decision,text
1155,jordan,Turkey,2014,accept,118.88. Continue with its efforts to promote womenÕs participation in the political sphere (Turkey); 
1156,jordan,Costa Rica,2014,accept,"118.89. Continue efforts to increase womenÕs participation in political life, both in elected positions and in discretionary appointments (Costa Rica); "
1157,jordan,Indonesia,2014,accept,"118.90. Continue its ongoing efforts in promoting and enhancing womenÕs political participation, including through the implementation of the national coalition this strategy for the period 2012Ð2017 (Indonesia); "
1158,jordan,Djibouti,2014,accept,118.91. Redouble efforts to ensure the empowerment of women in political and economic plans in order to reduce gender inequalities (Djibouti); 
1159,jordan,Malaysia,2014,accept,"118.92. Continue its measures in fostering womenÕs advancement, including intensifying efforts to increase the number of women in decision-making posts (Malaysia); "
1160,jordan,Maldives,2014,accept,"118.93. Adopt further measures to increase the participation of women in political life, including to serve as senior level officials in the executive and judicial branches, at the national and local levels (Maldives); "
1161,jordan,Lebanon,2014,accept,118.94. Continue the efforts which aim at expanding the inclusion of the general public in the decision-making process (Lebanon); 
1162,jordan,United States of America,2014,accept,"118.95. Strengthen labour protections for all workers in Jordan, with special emphasis on migrants, children, and domestic workers (United States of America); "
1163,jordan,France,2014,accept,"118.96. Ensure through the Labour Code, as well as in practice, the protection of the rights of all workers in Jordan, regardless of their origin (France); "
1164,jordan,Iraq,2014,accept,118.97. Revise current labour laws (Iraq); 
1165,jordan,Lebanon,2014,accept,118.98. Increase the work on promotion of womenÕs participation in the labour market (Lebanon); 
1166,jordan,State of Palestine,2014,accept,118.99. Increase the protection of female domestic workers through amending systems and procedures (State of Palestine); 
1167,jordan,Cuba,2014,accept,118.100. Redouble the efforts to eradicate poverty and unemployment (Cuba); 
1168,jordan,Brunei Darussalam,2014,accept,118.101. Continue the efforts to promote and protect the right to health and the right to education for its people in order to further improve the standard of living for all (Brunei Darussalam); 
1169,jordan,Sri Lanka,2014,accept,118.102. Continue to undertake measures to eliminate poverty and combat unemployment (Sri Lanka); 
1170,jordan,Iraq,2014,accept,118.103. Promote awareness of the rights of those receiving social benefits and advocate them through adequate campaigns (Iraq); 
1171,jordan,Iraq,2014,accept,118.104. Expand in the acquisition of social services benefits from specialized organizations through agreements that are periodically renewed (Iraq); 
1172,jordan,Morocco,2014,accept,118.105. Create independent monitoring mechanisms for the control of institutions and centres for social care (Morocco); 
1173,jordan,Morocco,2014,accept,118.106. Ensure the use of electronic monitoring systems in centres and institutions that provide social care (Morocco); 
1174,jordan,United Arab Emirates,2014,accept,"118.107. Ensure the promotion of the family and its protection from social, health and security threats (United Arab Emirates); "
1175,jordan,Cuba,2014,accept,"118.108. Continue efforts to improve the health-care system, especially for girls and boys (Cuba); "
1176,jordan,Singapore,2014,accept,118.109. Continue its efforts to improve access to quality education for all (Singapore); 
1177,jordan,Hungary,2014,accept,118.110. Adopt legislation protecting women with mental disabilities from forced sterilization (Hungary); 
1178,jordan,Russian Federation,2014,accept,118.111. Take further measures towards the full realization of the national strategy for the protection of persons with disabilities (Russian Federation); 
1179,jordan,Nigeria,2014,accept,118.112. Continue with efforts to raise the living standards of persons with disabilities (Nigeria); 
1180,jordan,Malaysia,2014,accept,"118.113. Further intensify its efforts to raise the living standards of persons with disabilities, in particular to support their right to social inclusion and self-reliance (Malaysia); "
1181,jordan,United States of America,2014,accept,"118.114. Improve access for persons with disabilities to public facilities, including schools (United States of America); "
1182,jordan,Bolivarian Republic of Venezuela,2014,accept,118.115. Continue its successful efforts to improve the living conditions of persons with disabilities (Bolivarian Republic of Venezuela); 
1183,jordan,Djibouti,2014,accept,118.116. Strengthen in the field the rights of persons with disabilities despite difficulties (Djibouti); 
1184,jordan,Qatar,2014,accept,118.117. Continue efforts in requesting support to intensify the abilities of Jordan to respond to the needs of Syrian refugees who are present on Jordanian territory (Qatar); 
1185,jordan,China,2014,accept,118.118. Further properly accommodate refugees in the country with the further support of international bodies and donors (China); 
1186,jordan,Saudi Arabia,2014,accept,118.119. Continue national efforts in granting humanitarian aid to the Syrian refugees with the support of the international community (Saudi Arabia); 
1187,jordan,Djibouti,2014,accept,118.120. Pursue a policy of protecting and promoting the rights of migrant workers (Djibouti); 
1188,jordan,Egypt,2014,accept,118.121. Continue to adopt strategies and enforce policies and procedures needed to ensure the protection and the respect of migrant workers; halt all means of discrimination in the workplace; ensure equality in salaries and benefits and ensure the efficiency of the justice mechanisms (Egypt); 
1189,jordan,Indonesia,2014,accept,118.122. Continue its efforts with a view to ensuring the protection and promotion of the rights of foreigners working in Jordan (Indonesia); 
1190,jordan,Sri Lanka,2014,accept,118.123. Strengthen efforts to safeguard the rights of women migrant workers (Sri Lanka); 
1191,jordan,United Arab Emirates,2014,accept,118.124. Amend labour laws to ensure increased protection for migrant workers in the Jordanian labour market (United Arab Emirates); 
1192,jordan,Bangladesh,2014,accept,118.125. Continue its efforts to ensure access to water by improving water services (Bangladesh); 
1193,jordan,China,2014,accept,"118.126. Further improve social security, health and employment of the population (China). "
